credit_default,sex,education,status,ps-sep,ps-aug,ps-jul,ps-jun,ps-may,ps-apr,ba-aprBin,ba-mayBin,ba-junBin,ba-julBin,ba-augBin,ba-sepBin,pa-aprBin,pa-mayBin,pa-junBin,pa-julBin,pa-augBin,pa-sepBin,ageBin,limitBin
no,male,university,single,0_ps-sep,0_ps-aug,0_ps-jul,0_ps-jun,0_ps-may,0_ps-apr,"[1.0, 28432.85)_ba-apr","[1.0, 29354.3)_ba-may","[3.0, 30844.65)_ba-jun","[1.0, 29871.7)_ba-jul","[3.0, 30300.0)_ba-aug","[3.0, 30695.85)_ba-sep","[1.0, 29534.333)_pa-apr","[1.0, 20235.067)_pa-may","[1.0, 19531.733)_pa-jun","[1.0, 27840.133)_pa-jul","[1.0, 25876.0)_pa-aug","[1.0, 21535.2)_pa-sep","[21.0, 34.5)_age","[10000.0, 202500.0)_limit"
no,male,graduate school,single,-2_ps-sep,-2_ps-aug,-2_ps-jul,-2_ps-jun,-2_ps-may,-2_ps-apr,"[1.0, 28432.85)_ba-apr","[1.0, 29354.3)_ba-may","[3.0, 30844.65)_ba-jun","[-61506,0)_ba-jul","[-69777,0)_ba-aug","[3.0, 30695.85)_ba-sep","[1.0, 29534.333)_pa-apr","[1.0, 20235.067)_pa-may","[1.0, 19531.733)_pa-jun","[1.0, 27840.133)_pa-jul",0_pa-aug,0_pa-sep,"[21.0, 34.5)_age","[202500.0, 395000.0)_limit"
yes,male,university,single,0_ps-sep,0_ps-aug,0_ps-jul,0_ps-jun,0_ps-may,0_ps-apr,"[1.0, 28432.85)_ba-apr","[1.0, 29354.3)_ba-may","[3.0, 30844.65)_ba-jun","[29871.7, 59742.4)_ba-jul","[30300.0, 60597.0)_ba-aug","[30695.85, 61388.7)_ba-sep","[1.0, 29534.333)_pa-apr","[1.0, 20235.067)_pa-may","[1.0, 19531.733)_pa-jun","[1.0, 27840.133)_pa-jul","[1.0, 25876.0)_pa-aug","[1.0, 21535.2)_pa-sep","[48.0, 61.5)_age","[10000.0, 202500.0)_limit"
no,female,graduate school,single,0_ps-sep,0_ps-aug,0_ps-jul,0_ps-jun,0_ps-may,0_ps-apr,"[85296.55, 113728.4)_ba-apr","[117414.2, 146767.5)_ba-may","[123369.6, 154211.25)_ba-jun","[119483.8, 149354.5)_ba-jul","[121191.0, 151488.0)_ba-aug","[30695.85, 61388.7)_ba-sep","[1.0, 29534.333)_pa-apr","[1.0, 20235.067)_pa-may","[1.0, 19531.733)_pa-jun","[1.0, 27840.133)_pa-jul","[1.0, 25876.0)_pa-aug","[64603.6, 86137.8)_pa-sep","[21.0, 34.5)_age","[395000.0, 587500.0)_limit"
no,female,graduate school,married,0_ps-sep,0_ps-aug,0_ps-jul,-2_ps-jun,-2_ps-may,-2_ps-apr,0_ba-apr,0_ba-may,0_ba-jun,0_ba-jul,"[3.0, 30300.0)_ba-aug","[3.0, 30695.85)_ba-sep",0_pa-apr,0_pa-may,0_pa-jun,0_pa-jul,0_pa-aug,"[1.0, 21535.2)_pa-sep","[48.0, 61.5)_age","[202500.0, 395000.0)_limit"
no,female,university,married,0_ps-sep,-1_ps-aug,0_ps-jul,0_ps-jun,0_ps-may,0_ps-apr,"[1.0, 28432.85)_ba-apr","[1.0, 29354.3)_ba-may","[3.0, 30844.65)_ba-jun","[1.0, 29871.7)_ba-jul","[3.0, 30300.0)_ba-aug","[3.0, 30695.85)_ba-sep","[1.0, 29534.333)_pa-apr","[1.0, 20235.067)_pa-may","[1.0, 19531.733)_pa-jun","[1.0, 27840.133)_pa-jul","[1.0, 25876.0)_pa-aug","[1.0, 21535.2)_pa-sep","[21.0, 34.5)_age","[10000.0, 202500.0)_limit"
no,female,university,married,-2_ps-sep,-2_ps-aug,-1_ps-jul,0_ps-jun,0_ps-may,0_ps-apr,"[113728.4, 142160.25)_ba-apr","[117414.2, 146767.5)_ba-may","[123369.6, 154211.25)_ba-jun","[119483.8, 149354.5)_ba-jul","[121191.0, 151488.0)_ba-aug","[-14386,0)_ba-sep","[1.0, 29534.333)_pa-apr","[1.0, 20235.067)_pa-may","[1.0, 19531.733)_pa-jun","[1.0, 27840.133)_pa-jul","[1.0, 25876.0)_pa-aug","[150740.4, 172274.6)_pa-sep","[21.0, 34.5)_age","[202500.0, 395000.0)_limit"
no,female,graduate school,married,0_ps-sep,0_ps-aug,0_ps-jul,0_ps-jun,0_ps-may,0_ps-apr,"[113728.4, 142160.25)_ba-apr","[117414.2, 146767.5)_ba-may","[123369.6, 154211.25)_ba-jun","[149354.5, 179225.2)_ba-jul","[151488.0, 181785.0)_ba-aug","[153467.25, 184160.1)_ba-sep","[1.0, 29534.333)_pa-apr","[1.0, 20235.067)_pa-may","[1.0, 19531.733)_pa-jun","[1.0, 27840.133)_pa-jul","[1.0, 25876.0)_pa-aug","[1.0, 21535.2)_pa-sep","[34.5, 48.0)_age","[10000.0, 202500.0)_limit"
no,male,university,married,-1_ps-sep,-1_ps-aug,-1_ps-jul,-1_ps-jun,0_ps-may,-1_ps-apr,"[28432.85, 56864.7)_ba-apr","[1.0, 29354.3)_ba-may","[3.0, 30844.65)_ba-jun","[1.0, 29871.7)_ba-jul",0_ba-aug,"[3.0, 30695.85)_ba-sep","[1.0, 29534.333)_pa-apr","[40469.133, 60703.2)_pa-may",0_pa-jun,"[1.0, 27840.133)_pa-jul","[1.0, 25876.0)_pa-aug",0_pa-sep,"[21.0, 34.5)_age","[10000.0, 202500.0)_limit"
yes,female,university,married,1_ps-sep,3_ps-aug,2_ps-jul,0_ps-jun,-1_ps-may,0_ps-apr,"[1.0, 28432.85)_ba-apr","[1.0, 29354.3)_ba-may","[3.0, 30844.65)_ba-jun","[1.0, 29871.7)_ba-jul","[3.0, 30300.0)_ba-aug","[3.0, 30695.85)_ba-sep",0_pa-apr,"[1.0, 20235.067)_pa-may","[1.0, 19531.733)_pa-jun","[1.0, 27840.133)_pa-jul",0_pa-aug,0_pa-sep,"[21.0, 34.5)_age","[10000.0, 202500.0)_limit"
no,male,university,married,0_ps-sep,0_ps-aug,0_ps-jul,0_ps-jun,0_ps-may,0_ps-apr,"[1.0, 28432.85)_ba-apr","[1.0, 29354.3)_ba-may","[3.0, 30844.65)_ba-jun","[1.0, 29871.7)_ba-jul","[3.0, 30300.0)_ba-aug","[3.0, 30695.85)_ba-sep",0_pa-apr,"[1.0, 20235.067)_pa-may","[1.0, 19531.733)_pa-jun","[1.0, 27840.133)_pa-jul","[1.0, 25876.0)_pa-aug","[1.0, 21535.2)_pa-sep","[21.0, 34.5)_age","[202500.0, 395000.0)_limit"
no,female,university,married,1_ps-sep,-1_ps-aug,-1_ps-jul,-2_ps-jun,-2_ps-may,-2_ps-apr,0_ba-apr,0_ba-may,0_ba-jun,0_ba-jul,"[3.0, 30300.0)_ba-aug","[-14386,0)_ba-sep",0_pa-apr,0_pa-may,0_pa-jun,0_pa-jul,"[1.0, 25876.0)_pa-aug","[21535.2, 43069.4)_pa-sep","[34.5, 48.0)_age","[202500.0, 395000.0)_limit"
yes,female,graduate school,married,2_ps-sep,-1_ps-aug,-1_ps-jul,-1_ps-jun,-1_ps-may,-1_ps-apr,"[1.0, 28432.85)_ba-apr","[1.0, 29354.3)_ba-may","[3.0, 30844.65)_ba-jun","[1.0, 29871.7)_ba-jul","[3.0, 30300.0)_ba-aug","[3.0, 30695.85)_ba-sep","[1.0, 29534.333)_pa-apr","[1.0, 20235.067)_pa-may","[1.0, 19531.733)_pa-jun","[1.0, 27840.133)_pa-jul","[1.0, 25876.0)_pa-aug","[1.0, 21535.2)_pa-sep","[34.5, 48.0)_age","[10000.0, 202500.0)_limit"
no,female,high school,married,0_ps-sep,0_ps-aug,0_ps-jul,2_ps-jun,0_ps-may,0_ps-apr,"[1.0, 28432.85)_ba-apr","[1.0, 29354.3)_ba-may","[3.0, 30844.65)_ba-jun","[1.0, 29871.7)_ba-jul","[3.0, 30300.0)_ba-aug","[3.0, 30695.85)_ba-sep","[1.0, 29534.333)_pa-apr","[1.0, 20235.067)_pa-may","[1.0, 19531.733)_pa-jun",0_pa-jul,"[1.0, 25876.0)_pa-aug","[1.0, 21535.2)_pa-sep","[48.0, 61.5)_age","[10000.0, 202500.0)_limit"
no,male,high school,married,-1_ps-sep,-1_ps-aug,-1_ps-jul,2_ps-jun,-1_ps-may,0_ps-apr,"[1.0, 28432.85)_ba-apr","[1.0, 29354.3)_ba-may","[3.0, 30844.65)_ba-jun","[1.0, 29871.7)_ba-jul","[3.0, 30300.0)_ba-aug","[3.0, 30695.85)_ba-sep","[1.0, 29534.333)_pa-apr",0_pa-may,"[1.0, 19531.733)_pa-jun",0_pa-jul,"[1.0, 25876.0)_pa-aug","[1.0, 21535.2)_pa-sep","[34.5, 48.0)_age","[202500.0, 395000.0)_limit"
no,female,graduate school,single,1_ps-sep,2_ps-aug,0_ps-jul,0_ps-jun,0_ps-may,0_ps-apr,"[113728.4, 142160.25)_ba-apr","[117414.2, 146767.5)_ba-may","[92527.95, 123369.6)_ba-jun","[89613.1, 119483.8)_ba-jul","[90894.0, 121191.0)_ba-aug","[153467.25, 184160.1)_ba-sep","[1.0, 29534.333)_pa-apr","[1.0, 20235.067)_pa-may","[1.0, 19531.733)_pa-jun","[1.0, 27840.133)_pa-jul","[1.0, 25876.0)_pa-aug",0_pa-sep,"[34.5, 48.0)_age","[10000.0, 202500.0)_limit"
no,male,university,single,1_ps-sep,-2_ps-aug,-1_ps-jul,-1_ps-jun,-1_ps-may,0_ps-apr,"[1.0, 28432.85)_ba-apr","[1.0, 29354.3)_ba-may","[3.0, 30844.65)_ba-jun","[1.0, 29871.7)_ba-jul",0_ba-aug,0_ba-sep,"[1.0, 29534.333)_pa-apr","[1.0, 20235.067)_pa-may","[39062.467, 58593.2)_pa-jun","[1.0, 27840.133)_pa-jul","[1.0, 25876.0)_pa-aug",0_pa-sep,"[21.0, 34.5)_age","[202500.0, 395000.0)_limit"
no,female,high school,married,6_ps-sep,5_ps-aug,4_ps-jul,3_ps-jun,2_ps-may,2_ps-apr,0_ba-apr,"[88060.9, 117414.2)_ba-may","[92527.95, 123369.6)_ba-jun","[89613.1, 119483.8)_ba-jul","[90894.0, 121191.0)_ba-aug","[92081.55, 122774.4)_ba-sep",0_pa-apr,0_pa-may,0_pa-jun,0_pa-jul,0_pa-aug,0_pa-sep,"[48.0, 61.5)_age","[10000.0, 202500.0)_limit"
yes,female,university,married,-1_ps-sep,2_ps-aug,0_ps-jul,0_ps-jun,0_ps-may,0_ps-apr,"[1.0, 28432.85)_ba-apr","[1.0, 29354.3)_ba-may","[3.0, 30844.65)_ba-jun","[1.0, 29871.7)_ba-jul","[3.0, 30300.0)_ba-aug","[3.0, 30695.85)_ba-sep",0_pa-apr,"[1.0, 20235.067)_pa-may","[1.0, 19531.733)_pa-jun",0_pa-jul,"[1.0, 25876.0)_pa-aug",0_pa-sep,"[21.0, 34.5)_age","[10000.0, 202500.0)_limit"
no,female,graduate school,single,-1_ps-sep,2_ps-aug,-1_ps-jul,-1_ps-jun,-1_ps-may,2_ps-apr,"[1.0, 28432.85)_ba-apr","[1.0, 29354.3)_ba-may","[3.0, 30844.65)_ba-jun","[1.0, 29871.7)_ba-jul","[3.0, 30300.0)_ba-aug","[3.0, 30695.85)_ba-sep","[1.0, 29534.333)_pa-apr",0_pa-may,"[1.0, 19531.733)_pa-jun","[1.0, 27840.133)_pa-jul","[1.0, 25876.0)_pa-aug",0_pa-sep,"[21.0, 34.5)_age","[202500.0, 395000.0)_limit"
yes,female,university,married,2_ps-sep,2_ps-aug,0_ps-jul,0_ps-jun,0_ps-may,0_ps-apr,"[1.0, 28432.85)_ba-apr","[1.0, 29354.3)_ba-may","[3.0, 30844.65)_ba-jun","[1.0, 29871.7)_ba-jul","[3.0, 30300.0)_ba-aug","[3.0, 30695.85)_ba-sep","[1.0, 29534.333)_pa-apr","[1.0, 20235.067)_pa-may","[1.0, 19531.733)_pa-jun","[1.0, 27840.133)_pa-jul","[1.0, 25876.0)_pa-aug",0_pa-sep,"[34.5, 48.0)_age","[10000.0, 202500.0)_limit"
no,female,high school,single,1_ps-sep,2_ps-aug,0_ps-jul,0_ps-jun,0_ps-may,0_ps-apr,"[28432.85, 56864.7)_ba-apr","[29354.3, 58707.6)_ba-may","[3.0, 30844.65)_ba-jun","[1.0, 29871.7)_ba-jul","[3.0, 30300.0)_ba-aug","[3.0, 30695.85)_ba-sep",0_pa-apr,"[1.0, 20235.067)_pa-may","[1.0, 19531.733)_pa-jun","[1.0, 27840.133)_pa-jul","[1.0, 25876.0)_pa-aug",0_pa-sep,"[21.0, 34.5)_age","[10000.0, 202500.0)_limit"
no,male,university,single,0_ps-sep,0_ps-aug,0_ps-jul,0_ps-jun,0_ps-may,0_ps-apr,"[1.0, 28432.85)_ba-apr","[1.0, 29354.3)_ba-may","[3.0, 30844.65)_ba-jun","[1.0, 29871.7)_ba-jul","[30300.0, 60597.0)_ba-aug","[30695.85, 61388.7)_ba-sep","[1.0, 29534.333)_pa-apr","[1.0, 20235.067)_pa-may","[1.0, 19531.733)_pa-jun","[1.0, 27840.133)_pa-jul","[1.0, 25876.0)_pa-aug","[1.0, 21535.2)_pa-sep","[34.5, 48.0)_age","[10000.0, 202500.0)_limit"
no,male,graduate school,married,0_ps-sep,0_ps-aug,0_ps-jul,0_ps-jun,0_ps-may,0_ps-apr,"[56864.7, 85296.55)_ba-apr","[58707.6, 88060.9)_ba-may","[61686.3, 92527.95)_ba-jun","[59742.4, 89613.1)_ba-jul","[90894.0, 121191.0)_ba-aug","[122774.4, 153467.25)_ba-sep","[1.0, 29534.333)_pa-apr","[1.0, 20235.067)_pa-may","[1.0, 19531.733)_pa-jun","[1.0, 27840.133)_pa-jul","[1.0, 25876.0)_pa-aug","[1.0, 21535.2)_pa-sep","[34.5, 48.0)_age","[202500.0, 395000.0)_limit"
no,female,university,married,1_ps-sep,2_ps-aug,0_ps-jul,0_ps-jun,0_ps-may,2_ps-apr,"[28432.85, 56864.7)_ba-apr","[1.0, 29354.3)_ba-may","[3.0, 30844.65)_ba-jun","[1.0, 29871.7)_ba-jul","[3.0, 30300.0)_ba-aug","[3.0, 30695.85)_ba-sep","[1.0, 29534.333)_pa-apr",0_pa-may,"[1.0, 19531.733)_pa-jun","[1.0, 27840.133)_pa-jul","[1.0, 25876.0)_pa-aug",0_pa-sep,"[21.0, 34.5)_age","[10000.0, 202500.0)_limit"
no,male,graduate school,single,1_ps-sep,-1_ps-aug,-1_ps-jul,-2_ps-jun,-2_ps-may,-2_ps-apr,0_ba-apr,0_ba-may,0_ba-jun,0_ba-jul,"[3.0, 30300.0)_ba-aug",0_ba-sep,0_pa-apr,0_pa-may,0_pa-jun,0_pa-jul,0_pa-aug,"[1.0, 21535.2)_pa-sep","[21.0, 34.5)_age","[10000.0, 202500.0)_limit"
no,female,university,married,0_ps-sep,0_ps-aug,0_ps-jul,0_ps-jun,0_ps-may,0_ps-apr,"[1.0, 28432.85)_ba-apr","[1.0, 29354.3)_ba-may","[3.0, 30844.65)_ba-jun","[1.0, 29871.7)_ba-jul","[3.0, 30300.0)_ba-aug","[3.0, 30695.85)_ba-sep","[1.0, 29534.333)_pa-apr","[1.0, 20235.067)_pa-may","[1.0, 19531.733)_pa-jun","[1.0, 27840.133)_pa-jul","[1.0, 25876.0)_pa-aug","[1.0, 21535.2)_pa-sep","[34.5, 48.0)_age","[10000.0, 202500.0)_limit"
no,female,high school,married,0_ps-sep,0_ps-aug,0_ps-jul,0_ps-jun,0_ps-may,0_ps-apr,"[85296.55, 113728.4)_ba-apr","[88060.9, 117414.2)_ba-may","[92527.95, 123369.6)_ba-jun","[89613.1, 119483.8)_ba-jul","[90894.0, 121191.0)_ba-aug","[92081.55, 122774.4)_ba-sep","[1.0, 29534.333)_pa-apr","[1.0, 20235.067)_pa-may","[1.0, 19531.733)_pa-jun","[1.0, 27840.133)_pa-jul","[1.0, 25876.0)_pa-aug","[1.0, 21535.2)_pa-sep","[48.0, 61.5)_age","[10000.0, 202500.0)_limit"
no,male,others,single,0_ps-sep,0_ps-aug,0_ps-jul,0_ps-jun,0_ps-may,0_ps-apr,"[85296.55, 113728.4)_ba-apr","[88060.9, 117414.2)_ba-may","[92527.95, 123369.6)_ba-jun","[89613.1, 119483.8)_ba-jul","[90894.0, 121191.0)_ba-aug","[92081.55, 122774.4)_ba-sep","[1.0, 29534.333)_pa-apr","[1.0, 20235.067)_pa-may","[1.0, 19531.733)_pa-jun","[1.0, 27840.133)_pa-jul","[1.0, 25876.0)_pa-aug","[1.0, 21535.2)_pa-sep","[21.0, 34.5)_age","[10000.0, 202500.0)_limit"
no,male,graduate school,married,0_ps-sep,0_ps-aug,0_ps-jul,0_ps-jun,0_ps-may,0_ps-apr,"[56864.7, 85296.55)_ba-apr","[58707.6, 88060.9)_ba-may","[30844.65, 61686.3)_ba-jun","[89613.1, 119483.8)_ba-jul","[90894.0, 121191.0)_ba-aug","[92081.55, 122774.4)_ba-sep","[1.0, 29534.333)_pa-apr","[1.0, 20235.067)_pa-may","[1.0, 19531.733)_pa-jun","[1.0, 27840.133)_pa-jul","[1.0, 25876.0)_pa-aug","[1.0, 21535.2)_pa-sep","[34.5, 48.0)_age","[10000.0, 202500.0)_limit"
no,female,graduate school,single,1_ps-sep,-2_ps-aug,-2_ps-jul,-2_ps-jun,-2_ps-may,-2_ps-apr,0_ba-apr,0_ba-may,0_ba-jun,0_ba-jul,0_ba-aug,0_ba-sep,0_pa-apr,0_pa-may,0_pa-jun,0_pa-jul,0_pa-aug,0_pa-sep,"[21.0, 34.5)_age","[10000.0, 202500.0)_limit"
no,female,graduate school,single,0_ps-sep,0_ps-aug,0_ps-jul,0_ps-jun,0_ps-may,0_ps-apr,"[1.0, 28432.85)_ba-apr","[1.0, 29354.3)_ba-may","[3.0, 30844.65)_ba-jun","[1.0, 29871.7)_ba-jul","[3.0, 30300.0)_ba-aug","[3.0, 30695.85)_ba-sep","[1.0, 29534.333)_pa-apr","[1.0, 20235.067)_pa-may","[1.0, 19531.733)_pa-jun","[1.0, 27840.133)_pa-jul","[1.0, 25876.0)_pa-aug","[1.0, 21535.2)_pa-sep","[21.0, 34.5)_age","[10000.0, 202500.0)_limit"
no,female,graduate school,single,-1_ps-sep,-1_ps-aug,-1_ps-jul,-1_ps-jun,-1_ps-may,0_ps-apr,"[1.0, 28432.85)_ba-apr","[1.0, 29354.3)_ba-may","[3.0, 30844.65)_ba-jun","[1.0, 29871.7)_ba-jul","[3.0, 30300.0)_ba-aug","[3.0, 30695.85)_ba-sep","[1.0, 29534.333)_pa-apr",0_pa-may,"[1.0, 19531.733)_pa-jun","[1.0, 27840.133)_pa-jul","[1.0, 25876.0)_pa-aug","[1.0, 21535.2)_pa-sep","[34.5, 48.0)_age","[10000.0, 202500.0)_limit"
no,female,graduate school,single,0_ps-sep,0_ps-aug,2_ps-jul,0_ps-jun,0_ps-may,0_ps-apr,"[1.0, 28432.85)_ba-apr","[1.0, 29354.3)_ba-may","[3.0, 30844.65)_ba-jun","[1.0, 29871.7)_ba-jul","[3.0, 30300.0)_ba-aug","[3.0, 30695.85)_ba-sep","[1.0, 29534.333)_pa-apr","[1.0, 20235.067)_pa-may","[1.0, 19531.733)_pa-jun","[1.0, 27840.133)_pa-jul",0_pa-aug,"[1.0, 21535.2)_pa-sep","[21.0, 34.5)_age","[10000.0, 202500.0)_limit"
no,female,university,married,-1_ps-sep,-1_ps-aug,-1_ps-jul,-1_ps-jun,-2_ps-may,-1_ps-apr,"[1.0, 28432.85)_ba-apr",0_ba-may,0_ba-jun,"[1.0, 29871.7)_ba-jul",0_ba-aug,"[30695.85, 61388.7)_ba-sep","[29534.333, 59067.667)_pa-apr","[1.0, 20235.067)_pa-may",0_pa-jun,0_pa-jul,"[25876.0, 51751.0)_pa-aug",0_pa-sep,"[34.5, 48.0)_age","[202500.0, 395000.0)_limit"
yes,female,university,married,0_ps-sep,0_ps-aug,0_ps-jul,0_ps-jun,0_ps-may,-1_ps-apr,"[1.0, 28432.85)_ba-apr","[1.0, 29354.3)_ba-may","[3.0, 30844.65)_ba-jun","[29871.7, 59742.4)_ba-jul","[30300.0, 60597.0)_ba-aug","[30695.85, 61388.7)_ba-sep","[1.0, 29534.333)_pa-apr","[1.0, 20235.067)_pa-may","[1.0, 19531.733)_pa-jun","[1.0, 27840.133)_pa-jul","[1.0, 25876.0)_pa-aug","[1.0, 21535.2)_pa-sep","[21.0, 34.5)_age","[10000.0, 202500.0)_limit"
no,male,high school,married,1_ps-sep,-2_ps-aug,-2_ps-jul,-1_ps-jun,-1_ps-may,-2_ps-apr,0_ba-apr,0_ba-may,"[3.0, 30844.65)_ba-jun",0_ba-jul,0_ba-aug,0_ba-sep,0_pa-apr,0_pa-may,0_pa-jun,"[1.0, 27840.133)_pa-jul",0_pa-aug,0_pa-sep,"[21.0, 34.5)_age","[10000.0, 202500.0)_limit"
yes,female,university,married,1_ps-sep,2_ps-aug,2_ps-jul,2_ps-jun,2_ps-may,2_ps-apr,"[255887.65, 284319.5)_ba-apr","[264180.7, 293534.0)_ba-may","[277577.85, 308419.5)_ba-jun","[238966.6, 268837.3)_ba-jul","[242379.0, 272676.0)_ba-aug","[245545.8, 276238.65)_ba-sep","[1.0, 29534.333)_pa-apr",0_pa-may,"[1.0, 19531.733)_pa-jun","[1.0, 27840.133)_pa-jul",0_pa-aug,"[1.0, 21535.2)_pa-sep","[34.5, 48.0)_age","[202500.0, 395000.0)_limit"
yes,male,graduate school,married,-1_ps-sep,-1_ps-aug,2_ps-jul,2_ps-jun,-2_ps-may,-2_ps-apr,"[-4543,0)_ba-apr","[-4291,0)_ba-may","[-24303,0)_ba-jun","[1.0, 29871.7)_ba-jul","[3.0, 30300.0)_ba-aug","[3.0, 30695.85)_ba-sep",0_pa-apr,0_pa-may,0_pa-jun,0_pa-jul,0_pa-aug,"[1.0, 21535.2)_pa-sep","[34.5, 48.0)_age","[10000.0, 202500.0)_limit"
no,female,university,married,-1_ps-sep,-1_ps-aug,-1_ps-jul,-1_ps-jun,-1_ps-may,-1_ps-apr,"[1.0, 28432.85)_ba-apr",0_ba-may,"[3.0, 30844.65)_ba-jun","[1.0, 29871.7)_ba-jul","[-69777,0)_ba-aug","[3.0, 30695.85)_ba-sep",0_pa-apr,"[1.0, 20235.067)_pa-may",0_pa-jun,"[1.0, 27840.133)_pa-jul","[1.0, 25876.0)_pa-aug",0_pa-sep,"[21.0, 34.5)_age","[202500.0, 395000.0)_limit"
no,female,graduate school,single,-1_ps-sep,-1_ps-aug,-1_ps-jul,-1_ps-jun,-1_ps-may,-1_ps-apr,"[1.0, 28432.85)_ba-apr","[1.0, 29354.3)_ba-may","[3.0, 30844.65)_ba-jun","[1.0, 29871.7)_ba-jul","[3.0, 30300.0)_ba-aug","[3.0, 30695.85)_ba-sep","[1.0, 29534.333)_pa-apr","[1.0, 20235.067)_pa-may","[1.0, 19531.733)_pa-jun","[1.0, 27840.133)_pa-jul","[1.0, 25876.0)_pa-aug","[1.0, 21535.2)_pa-sep","[21.0, 34.5)_age","[10000.0, 202500.0)_limit"
no,female,university,single,0_ps-sep,0_ps-aug,0_ps-jul,0_ps-jun,0_ps-may,0_ps-apr,"[113728.4, 142160.25)_ba-apr","[88060.9, 117414.2)_ba-may","[92527.95, 123369.6)_ba-jun","[119483.8, 149354.5)_ba-jul","[121191.0, 151488.0)_ba-aug","[122774.4, 153467.25)_ba-sep","[1.0, 29534.333)_pa-apr","[1.0, 20235.067)_pa-may","[1.0, 19531.733)_pa-jun","[1.0, 27840.133)_pa-jul","[1.0, 25876.0)_pa-aug","[1.0, 21535.2)_pa-sep","[48.0, 61.5)_age","[10000.0, 202500.0)_limit"
no,female,university,married,0_ps-sep,0_ps-aug,0_ps-jul,0_ps-jun,0_ps-may,0_ps-apr,"[1.0, 28432.85)_ba-apr","[1.0, 29354.3)_ba-may","[3.0, 30844.65)_ba-jun","[29871.7, 59742.4)_ba-jul","[242379.0, 272676.0)_ba-aug","[122774.4, 153467.25)_ba-sep","[1.0, 29534.333)_pa-apr","[20235.067, 40469.133)_pa-may","[1.0, 19531.733)_pa-jun","[1.0, 27840.133)_pa-jul","[1.0, 25876.0)_pa-aug","[1.0, 21535.2)_pa-sep","[21.0, 34.5)_age","[202500.0, 395000.0)_limit"
no,male,graduate school,married,-2_ps-sep,-2_ps-aug,-2_ps-jul,-2_ps-jun,-2_ps-may,-2_ps-apr,"[1.0, 28432.85)_ba-apr","[1.0, 29354.3)_ba-may","[3.0, 30844.65)_ba-jun","[1.0, 29871.7)_ba-jul","[3.0, 30300.0)_ba-aug","[-14386,0)_ba-sep","[29534.333, 59067.667)_pa-apr","[1.0, 20235.067)_pa-may","[1.0, 19531.733)_pa-jun","[1.0, 27840.133)_pa-jul","[1.0, 25876.0)_pa-aug","[1.0, 21535.2)_pa-sep","[34.5, 48.0)_age","[10000.0, 202500.0)_limit"
no,male,university,single,1_ps-sep,2_ps-aug,2_ps-jul,2_ps-jun,2_ps-may,2_ps-apr,"[28432.85, 56864.7)_ba-apr","[29354.3, 58707.6)_ba-may","[30844.65, 61686.3)_ba-jun","[29871.7, 59742.4)_ba-jul","[30300.0, 60597.0)_ba-aug","[30695.85, 61388.7)_ba-sep","[1.0, 29534.333)_pa-apr",0_pa-may,"[1.0, 19531.733)_pa-jun","[1.0, 27840.133)_pa-jul",0_pa-aug,"[1.0, 21535.2)_pa-sep","[21.0, 34.5)_age","[10000.0, 202500.0)_limit"
no,male,graduate school,single,-2_ps-sep,-2_ps-aug,-2_ps-jul,-2_ps-jun,-2_ps-may,-2_ps-apr,"[56864.7, 85296.55)_ba-apr","[58707.6, 88060.9)_ba-may","[61686.3, 92527.95)_ba-jun","[1.0, 29871.7)_ba-jul","[3.0, 30300.0)_ba-aug","[3.0, 30695.85)_ba-sep","[1.0, 29534.333)_pa-apr","[60703.2, 80937.267)_pa-may","[58593.2, 78123.933)_pa-jun","[55679.267, 83518.4)_pa-jul","[1.0, 25876.0)_pa-aug","[1.0, 21535.2)_pa-sep","[34.5, 48.0)_age","[395000.0, 587500.0)_limit"
no,male,high school,married,-1_ps-sep,-1_ps-aug,-1_ps-jul,-1_ps-jun,-1_ps-may,-1_ps-apr,"[1.0, 28432.85)_ba-apr","[1.0, 29354.3)_ba-may","[3.0, 30844.65)_ba-jun","[1.0, 29871.7)_ba-jul","[30300.0, 60597.0)_ba-aug","[3.0, 30695.85)_ba-sep","[1.0, 29534.333)_pa-apr","[1.0, 20235.067)_pa-may","[1.0, 19531.733)_pa-jun","[1.0, 27840.133)_pa-jul","[1.0, 25876.0)_pa-aug","[43069.4, 64603.6)_pa-sep","[21.0, 34.5)_age","[10000.0, 202500.0)_limit"
no,male,high school,single,0_ps-sep,0_ps-aug,0_ps-jul,0_ps-jun,0_ps-may,0_ps-apr,"[1.0, 28432.85)_ba-apr","[1.0, 29354.3)_ba-may","[3.0, 30844.65)_ba-jun","[1.0, 29871.7)_ba-jul","[3.0, 30300.0)_ba-aug","[3.0, 30695.85)_ba-sep","[1.0, 29534.333)_pa-apr","[1.0, 20235.067)_pa-may","[1.0, 19531.733)_pa-jun","[1.0, 27840.133)_pa-jul","[1.0, 25876.0)_pa-aug","[1.0, 21535.2)_pa-sep","[48.0, 61.5)_age","[10000.0, 202500.0)_limit"
